Time,Temperature (°C),Humidity (%)
2024-02-08 06:04:00,15.8,48.9
2024-02-08 06:05:00,15.6,49.1
2024-02-08 06:06:00,15.9,48.8
2024-02-08 06:07:00,15.8,49.0
2024-02-08 06:08:00,15.8,49.0
2024-02-08 06:09:00,15.8,49.0
2024-02-08 06:10:00,15.8,48.9
2024-02-08 06:11:00,15.6,49.0
2024-02-08 06:12:00,15.7,49.1
2024-02-08 06:13:00,16.0,49.1
2024-02-08 06:14:00,15.7,49.0
2024-02-08 06:15:00,15.9,49.0
2024-02-08 06:16:00,15.8,49.1
2024-02-08 06:17:00,15.8,49.0
2024-02-08 06:18:00,15.8,49.1
2024-02-08 06:19:00,15.8,49.0
2024-02-08 06:20:00,15.7,48.9
2024-02-08 06:21:00,15.7,49.2
2024-02-08 06:22:00,15.9,49.2
2024-02-08 06:23:00,15.8,49.1
2024-02-08 06:24:00,15.9,49.0
2024-02-08 06:25:00,15.8,49.1
2024-02-08 06:26:00,15.8,49.1
2024-02-08 06:27:00,15.7,49.2
2024-02-08 06:28:00,15.7,49.2
2024-02-08 06:29:00,15.9,49.2
2024-02-08 06:30:00,15.9,49.2
2024-02-08 06:31:00,15.6,49.2
2024-02-08 06:32:00,15.7,49.1
2024-02-08 06:33:00,15.8,49.0
2024-02-08 06:34:00,15.8,49.1
2024-02-08 06:35:00,15.8,49.3
2024-02-08 06:36:00,16.0,49.1
2024-02-08 06:37:00,15.7,49.1
2024-02-08 06:38:00,15.9,49.1
2024-02-08 06:39:00,15.7,49.2
2024-02-08 06:40:00,15.7,49.1
2024-02-08 06:41:00,15.6,49.2
2024-02-08 06:42:00,15.8,49.2
2024-02-08 06:43:00,15.8,49.2
2024-02-08 06:44:00,15.9,49.3
2024-02-08 06:45:00,15.8,49.2
2024-02-08 06:46:00,15.6,49.3
2024-02-08 06:47:00,16.0,49.1
2024-02-08 06:48:00,15.9,49.2
2024-02-08 06:49:00,15.6,49.1
2024-02-08 06:50:00,15.7,49.3
2024-02-08 06:51:00,15.8,49.3
2024-02-08 06:52:00,15.5,49.2
2024-02-08 06:53:00,15.7,49.2
2024-02-08 06:54:00,15.7,49.3
2024-02-08 06:55:00,15.9,49.3
2024-02-08 06:56:00,15.6,49.2
2024-02-08 06:57:00,15.9,49.3
2024-02-08 06:58:00,15.9,49.2
2024-02-08 06:59:00,15.8,49.4
