Time,Temperature (°C),Humidity (%)
2024-02-01 06:04:00,20.2,49.9
2024-02-01 06:05:00,20.2,49.6
2024-02-01 06:06:00,20.3,49.7
2024-02-01 06:07:00,20.4,49.9
2024-02-01 06:08:00,20.2,49.7
2024-02-01 06:09:00,20.0,49.7
2024-02-01 06:10:00,20.2,49.7
2024-02-01 06:11:00,20.2,49.6
2024-02-01 06:12:00,20.2,49.6
2024-02-01 06:13:00,20.2,49.5
2024-02-01 06:14:00,20.1,49.6
2024-02-01 06:15:00,20.2,49.5
2024-02-01 06:16:00,20.1,49.4
2024-02-01 06:17:00,20.4,49.4
2024-02-01 06:18:00,20.1,49.5
2024-02-01 06:19:00,20.2,49.2
2024-02-01 06:20:00,20.2,49.3
2024-02-01 06:21:00,20.1,49.3
2024-02-01 06:22:00,20.1,49.2
2024-02-01 06:23:00,20.1,49.2
2024-02-01 06:24:00,20.3,49.1
2024-02-01 06:25:00,20.3,49.1
2024-02-01 06:26:00,20.3,49.0
2024-02-01 06:27:00,20.2,49.1
2024-02-01 06:28:00,20.3,49.0
2024-02-01 06:29:00,20.2,49.1
2024-02-01 06:30:00,20.1,49.0
2024-02-01 06:31:00,20.5,48.9
2024-02-01 06:32:00,20.3,49.0
2024-02-01 06:33:00,20.3,48.8
2024-02-01 06:34:00,20.1,49.0
2024-02-01 06:35:00,20.2,49.0
2024-02-01 06:36:00,20.2,48.8
2024-02-01 06:37:00,20.3,48.8
2024-02-01 06:38:00,20.1,48.6
2024-02-01 06:39:00,20.3,48.7
2024-02-01 06:40:00,20.4,48.9
2024-02-01 06:41:00,20.2,48.7
2024-02-01 06:42:00,20.2,48.6
2024-02-01 06:43:00,20.2,48.6
2024-02-01 06:44:00,20.1,48.6
2024-02-01 06:45:00,20.3,48.5
2024-02-01 06:46:00,20.3,48.5
2024-02-01 06:47:00,20.4,48.4
2024-02-01 06:48:00,20.2,48.6
2024-02-01 06:49:00,20.2,48.5
2024-02-01 06:50:00,20.4,48.3
2024-02-01 06:51:00,20.2,48.3
2024-02-01 06:52:00,20.2,48.4
2024-02-01 06:53:00,20.3,48.1
2024-02-01 06:54:00,20.4,48.0
2024-02-01 06:55:00,20.4,48.2
2024-02-01 06:56:00,20.1,48.0
2024-02-01 06:57:00,20.3,48.2
2024-02-01 06:58:00,20.3,48.1
2024-02-01 06:59:00,20.3,48.0
